"iam","outcome","s_Agribusiness","s_Chemicals","s_Community capacity and development","s_Conservation and environmental protection","s_Education","s_Energy","s_Extractives","s_Forestry","s_Healthcare","s_Infrastructure","s_Land reform","s_Manufacturing","s_Regulatory Development","i_Biodiversity","i_Consultation and disclosure","i_Corruption/fraud","i_Cultural heritage","i_Displacement","i_Due diligence","i_Gender-based violence","i_Human rights","i_Indigenous peoples","i_Labor","i_Livelihoods","i_Other community health and safety issues","i_Other environmental","i_Other gender-related issues","i_Other retaliation","i_Pollution","i_Procurement","i_Property damage","i_Violence against the community","i_Water","country_1","country_2","country_3","country_4","ifi_support_2","drop","ifi_support"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Vietnam",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Pakistan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Pakistan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Indonesia",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Indonesia",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nepal",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nepal",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"China",NA,NA,NA,"Project/investment lending","bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"China",NA,NA,NA,"Project/investment lending","ifi_support_1","Equity Investment"
"ADB_SPF_CRP",0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pakistan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nepal",NA,NA,NA,"Project/investment lending","bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pakistan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nepal",NA,NA,NA,"Project/investment lending","ifi_support_1","Advisory services"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Azerbaijan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Azerbaijan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",1,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tajikistan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",1,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tajikistan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nepal",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nepal",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pakistan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pakistan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"China",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"China",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Vietnam",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Vietnam",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Cambodia",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Cambodia",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"China",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"China",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"India",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"India",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nepal",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nepal",NA,NA,NA,NA,"ifi_support_1","Advisory services"
"ADB_SPF_CRP",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Indonesia",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Indonesia",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Indonesia",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Indonesia",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nepal",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nepal",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nepal",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nepal",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"India",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"India",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Bangladesh",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Bangladesh",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Bangladesh",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Bangladesh",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"China",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"China",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Nepal",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Nepal",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Azerbaijan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Azerbaijan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,"India",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,"India",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pakistan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pakistan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sri Lanka",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sri Lanka",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Pakistan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Pakistan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bangladesh",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bangladesh",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Afghanistan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Afghanistan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pakistan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pakistan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"India",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"India",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Cambodia",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Cambodia",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippines",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippines",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Samoa",NA,NA,NA,"Project/investment lending","bank","Asian Development Bank"
"ADB_SPF_CRP",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Samoa",NA,NA,NA,"Project/investment lending","ifi_support_1","Advisory services"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Pakistan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Pakistan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pakistan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pakistan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nepal",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nepal",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,"Pakistan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,"Pakistan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Pakistan",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Pakistan",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,"Cambodia",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,"Cambodia",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,"Cambodia",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,"Cambodia",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nepal",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nepal",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,"bank","Asian Development Bank"
"ADB_SPF_CRP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,"ifi_support_1","Project/investment lending"
